Unique Identifier,Meeting,Meeting Date,Agenda Number,Category,Awaiting Report,Policy Order,Charter Right,Outcome,Vote,Sumbul Siddiqui,Alanna Mallon,Dennis J. Carlone,Marc C. McGovern,Patricia Nolan,E. Denise Simmons,Jivan Sobrinho-Wheeler,Timothy J. Toomey,Quinton Zondervan,Yeas,Nays,Present,Absent,Recused,Link,Notes,Summary
CMA 2020 #53,2020-03-02 Regular,2020-03-02,5,Awaiting Report Response,,POR 2019 #374,,Placed on File,,,,,,,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2591&MediaPosition=&ID=11438&CssClass=,,"A communication transmitted from Louis A. DePasquale, City Manager, relative to Awaiting Report Item Number 19-157, regarding the Cambridge Police Department Procedural Justice Dashboard."
CMA 2020 #54,2020-03-02 Regular,2020-03-02,6,Appropriation,,,,Adopted,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2591&MediaPosition=&ID=11437&CssClass=,,"Transmitting Communication from Louis A. DePasquale, City Manager, relative to the appropriation of $15,000,000 from Free Cash to the Affordable Housing Trust to assist in preserving affordability of units at Fresh Pond Apartments at 362 and 364 Rindge Avenue."
CMA 2020 #55,2020-03-02 Regular,2020-03-02,7,Transmitting Communication,,,,Placed on File,,,,,,,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2591&MediaPosition=&ID=11415&CssClass=,,"A communication transmitted from Louis A. DePasquale, City Manager, relative to the City of Cambridge retaining its AAA rating from the nation's three major credit rating agencies."
CMA 2020 #56,2020-03-02 Regular,2020-03-02,8,Transmitting Communication,,,,Placed on File,,,,,,,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2591&MediaPosition=&ID=11451&CssClass=,,"A communication transmitted from Louis A. DePasquale, City Manager, relative to an update on the proposed Eversource substation on Fulkerson Street."
CMA 2020 #57,2020-03-16 Regular,2020-03-16,1,Transmitting Communication,,,,Referred to Committee,,,,,,,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2593&MediaPosition=&ID=11480&CssClass=,roll call 9. PUBLIC SAFETY,"A communication transmitted from Louis A. DePasquale, City Manager, relative to second Annual Surveillance Report concerning City departments’ use of Surveillance Technology or Surveillance Data."
CMA 2020 #59,2020-03-16 Regular,2020-03-16,2,Appointment,,,,Adopted,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2593&MediaPosition=&ID=11496&CssClass=,,"A communication transmitted from Louis A. DePasquale, City Manager, relative to the reappointment of the following person as a Constable With Power for a term of three years, effective the first day of January, 2020:  Philip Sciandra"
CMA 2020 #58,2020-03-16 Regular,2020-03-16,3,Awaiting Report Response,,POR 2020 #43,,Adopted,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2593&MediaPosition=&ID=11553&CssClass=,,"A communication transmitted from Louis A. DePasquale, City Manager, relative to Awaiting Report Item Number 20-20, regarding a response on coronavirus preparedness."
CMA 2020 #60,2020-03-16 Regular,2020-03-16,4,Appropriation,,,,Adopted,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2593&MediaPosition=&ID=11505&CssClass=,,"Transmitting Communication from Louis A. DePasquale, City Manager, relative to the appropriation of $40,000 from Free Cash to the Public Investment Fund Cable Extraordinary Expenditures account which will be used for the purchase of a production van for 22-CityView, Municipal Cable Television."
CMA 2020 #61,2020-03-16 Regular,2020-03-16,5,Transmitting Communication,,,,,,,,,,,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2593&MediaPosition=&ID=11512&CssClass=,,"A communication transmitted from Louis A. DePasquale, City Manager, relative to an update on the Children’s Savings Account Program."
CMA 2020 #62,2020-03-16 Regular,2020-03-16,6,Appropriation,,,,Adopted,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2593&MediaPosition=&ID=11510&CssClass=,,"Transmitting Communication from Louis A. DePasquale, City Manager, relative to the appropriation of $4,000,000 from Free Cash to the Public Investment Fund Public Works Extraordinary Expenditures Account to support the Complete Streets Reconstruction Program and for repaving portions of streets that are part of the separated bicycle network."
CMA 2020 #63,2020-03-16 Regular,2020-03-16,7,Awaiting Report Response,,POR 2020 #37,,Adopted,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2593&MediaPosition=&ID=11500&CssClass=,,"A communication transmitted from Louis A. DePasquale, City Manager, relative to the appropriation of $7,250,000 for the reconstruction of Glacken Field and playground with an update on lighting.  This is also in response to Awaiting Report Item Number 20-17."
CMA 2020 #64,2020-03-16 Regular,2020-03-16,8,Appropriation,,,,Adopted,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2593&MediaPosition=&ID=11508&CssClass=,,"Transmitting Communication from Louis A. DePasquale, City Manager, relative to the appropriation of  $139,080 from Free Cash to the General Fund Fire Department Other Ordinary Maintenance account ($6,080) and to the General Fund Fire Department Extraordinary Expenditures account ($133,000) to cover the cost of the replacement of 18 sets of bunker gear for present members and to cover the cost of protection equipment for 10 new firefighters."
CMA 2020 #65,2020-03-16 Regular,2020-03-16,9,Appropriation,,,,Adopted,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2593&MediaPosition=&ID=11509&CssClass=,,"Transmitting Communication from Louis A. DePasquale, City Manager, relative to the appropriation of $1,500,000 from Free Cash to the Public Investment Fund Fire Extraordinary Expenditures account which will fund the replacement of a 2002 Pierce Tower Ladder for Ladder 2 in East Cambridge."
CMA 2020 #66,2020-03-16 Regular,2020-03-16,10,Appropriation,,,,Adopted,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2593&MediaPosition=&ID=11507&CssClass=,,"Transmitting Communication from Louis A. DePasquale, City Manager, relative to the appropriation of the FY20 STEP Grant in the amount of $59,875, received from the Executive Office of Public Safety and Security Highway Safety Division, to the Grant Fund Police Department Salary and Wages account, which will be used to supplement sustained, high visibility, year-round traffic enforcement."
CMA 2020 #67,2020-03-16 Regular,2020-03-16,11,Appropriation,,,,Adopted,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2593&MediaPosition=&ID=11506&CssClass=,,"Transmitting Communication from Louis A. DePasquale, City Manager, relative to the appropriation of  the Shannon Grant in the amount of $33,585.19 received from the Metropolitan Mayors Coalition’s Community Safety Initiative through the Executive Office of Public Safety and Security, to the Grant Fund Police Department Salary and Wages account ($25,875.19) and the Other Ordinary Maintenance account ($7,710.00), which will be dedicated to hot spot patrols, Metro Gang Task Force participation, and the Focused Deterrence program."
CMA 2020 #68,2020-03-16 Regular,2020-03-16,12,Awaiting Report Response,,POR 2018 #159,,Adopted,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2593&MediaPosition=&ID=11499&CssClass=,,"A communication transmitted from Louis A. DePasquale, City Manager, relative to Awaiting Report Item Number 18-66, regarding establishing a Young Adult Civic Unity Committee."
CMA 2020 #69,2020-03-16 Regular,2020-03-16,13,Appointment,,,,Adopted,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2593&MediaPosition=&ID=11498&CssClass=,,"A communication transmitted from Louis A. DePasquale, City Manager, relative to the appointment of the following persons as Public Weighers for the calendar year 2020, to operate scales at Boston Sand & Gravel Co., located at 118R Industrial Park Road, Cambridge:  Alan Bishop, Wei Li, Kyle Patterson, Walter Staples, Sam Magna, John Ehrenkranz, Mike Denahy, Mike Gilroy, David Kelley, Jason Pianpiano, Wilfred Charles"
CMA 2020 #70,2020-03-23 Regular,2020-03-23,1,Appropriation,,,,Adopted,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2594&MediaPosition=&ID=11560&CssClass=,,"Transmitting Communication from Louis A. DePasquale, City Manager, relative to the transfer of $20,000 from the General Fund Reserves Other Ordinary Maintenance Account to the General Fund City Clerk Department Other Ordinary Maintenance account which will be used to cover higher than expected printing and advertising costs."
CMA 2020 #71,2020-03-23 Regular,2020-03-23,2,Appropriation,,,,Adopted,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2594&MediaPosition=&ID=11561&CssClass=,,"Transmitting Communication from Louis A. DePasquale, City Manager, relative to the appropriation of a Homeland Security Grant from the City of Boston for $7,047.00 to the Grant Fund Fire Salaries and Wages account, received as reimbursement for trainings performed in conjunction with the Urban Area Security Initiative (UASI) and will be used to cover the City's costs for participation in the trainings."
CMA 2020 #72,2020-03-23 Regular,2020-03-23,3,Appropriation,,,,Adopted,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2594&MediaPosition=&ID=11579&CssClass=,,"Transmitting communication from Louis A. DePasquale, City Manager, relative to the appropriation of an order authorizing the City Manager to transfer appropriations of available balances prior to the close of the books for FY19-20."
CMA 2020 #73,2020-03-23 Regular,2020-03-23,4,Transmitting Communication,,,,Adopted,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2594&MediaPosition=&ID=11574&CssClass=,add carlone and nolan as co-sponsors.,"A communication transmitted from Louis A. DePasquale, City Manager, relative to recommendations for the block rates for water consumption and sewer use for the period beginning April 1, 2020 and ending March 31, 2021."
CMA 2020 #74,2020-03-30 Regular,2020-03-30,1,Appropriation,,,,Adopted,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2595&MediaPosition=&ID=11589&CssClass=,,"Transmitting Communication from Louis A. DePasquale, City Manager, relative to the appropriation of $52,890.00 from Free Cash to the General Fund Human Service Programs Other Ordinary Maintenance account for the support of the continued operation of the Y2Y Youth Shelter for the next few weeks."
CMA 2020 #75,2020-03-30 Regular,2020-03-30,2,Appointment,,,,Referred to Committee,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2595&MediaPosition=&ID=11590&CssClass=,Neighborhood,"A communication transmitted from Louis A. DePasquale, City Manager, relative to the recommended reappointment of Christopher Bator as a member of the Cambridge Redevelopment Authority for a term of 5-years."
CMA 2020 #76,2020-03-30 Regular,2020-03-30,3,Awaiting Report Response,,POR 2020 #7,,Adopted,8-0-1,yes,yes,yes,yes,yes,absent,yes,yes,yes,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2595&MediaPosition=&ID=11594&CssClass=,,"A communication transmitted from Louis A. DePasquale, City Manager, relative to Awaiting Report Item Number 20-3, regarding the feasibility of purchasing sensory bags for Police vehicles as a pilot program."
CMA 2020 #77,2020-03-30 Regular,2020-03-30,4,Transmitting Communication,,,,Placed on File,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2595&MediaPosition=&ID=11603&CssClass=,,"A communication transmitted from Louis A. DePasquale, City Manager, relative to the use of the War Memorial Recreation Center and Field House on Cambridge Street, which is adjacent to and part of the Cambridge Rindge and Latin School campus, for an emergency shelter for the homeless due to the COVID-19 Public Health Emergency."
CMA 2020 #78,2020-04-06 Regular,2020-04-06,1,Transmitting Communication,,,,Adopted,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2596&MediaPosition=&ID=11609&CssClass=,Three orders adopted.  All three will need an attestation. Submit special act to the legislature.,"A communication transmitted from Louis A. DePasquale, City Manager, relative to a request for the City Council to adopt a statutory small business exemption for personal property accounts equal to or less than $10,000.00 in assessed value, and if approved as a special act by the Legislature and Governor of the Commonwealth, for personal property accounts equal to or less than $20,000.00 in assessed value."
CMA 2020 #79,2020-04-06 Regular,2020-04-06,2,Appropriation,,,,Adopted,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2596&MediaPosition=&ID=11610&CssClass=,,"Transmitting Communication from Louis A. DePasquale, City Manager, relative to the transfer of $25,000 from the General Fund Electrical Department Salary & Wages Account to the Electrical Travel and Training account (Judgments and Damages) to cover medical services and/or prescription reimbursement costs for personnel injured in performance of their duties."
CMA 2020 #80,2020-04-06 Regular,2020-04-06,3,Appropriation,,,,Adopted,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2596&MediaPosition=&ID=11611&CssClass=,,"Transmitting Communication from Louis A. DePasquale, City Manager, relative to the appropriation of $16,620.00 from Free Cash to the General Fund Human Service Programs Other Ordinary Maintenance account for the support of the daytime operation of the First Church in Cambridge Shelter for the duration of the COVID-19 crisis."
CMA 2020 #81,2020-04-06 Regular,2020-04-06,4,Transmitting Communication,,,,Placed on File,8-1-0,yes,yes,yes,yes,yes,yes,yes,yes,no,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2596&MediaPosition=&ID=11616&CssClass=,,"A communication transmitted from Louis A. DePasquale, City Manager, relative to an update on COVID-19."
CMA 2020 #82,2020-04-13 Regular,2020-04-13,1,Transmitting Communication,,,,Placed on File,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2597&MediaPosition=&ID=11630&CssClass=,,"A communication transmitted from Louis A. DePasquale, City Manager, relative to an update on COVID-19."
