Unique Identifier,Agenda Number,Meeting,Meeting Date,Sponsor,Co-Sponsors,Charter Right,Amended,Outcome,Vote,Marc C. McGovern,Jan Devereux,Dennis J. Carlone,Alanna Mallon,Sumbul Siddiqui,E. Denise Simmons,Timothy J. Toomey,Quinton Zondervan,Craig A. Kelley,Yeas,Nays,Present,Absent,Recused,Link,Summary,Notes
POR 2018 #61,2,2018-03-05 Regular,2018-03-05,Sumbul Siddiqui,"Jan Devereux,Alanna Mallon",,,Adopted,Voice Vote,,,,,,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2091&MediaPosition=&ID=6516&CssClass=,"That the City Manager is requested to instruct the Community Development Department to apply on behalf of the City of Cambridge for the Housing Choice Designation before the April 30, 2018 deadline.",
POR 2018 #62,3,2018-03-05 Regular,2018-03-05,Craig A. Kelley,"Jan Devereux,Sumbul Siddiqui,Alanna Mallon",,,Adopted,Voice Vote,,,,,,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2091&MediaPosition=&ID=6545&CssClass=,"That the City Manager is requested to confer with the City Solicitor, Attorney General and District Attorney to investigate the possibility of Cambridge joining this national suit against opioid manufacturers and distributors.",
POR 2018 #63,4,2018-03-05 Regular,2018-03-05,Jan Devereux,Craig A. Kelley,,,Adopted,Voice Vote,,,,,,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2091&MediaPosition=&ID=6553&CssClass=,That the City Manager is requested to consult with the appropriate City staff and the MBTA to discuss the maintenance issues of the Harvard Square MBTA station public restroom.,
POR 2018 #64,5,2018-03-05 Regular,2018-03-05,Timothy J. Toomey,"Alanna Mallon,Sumbul Siddiqui",,,Adopted,Voice Vote,,,,,,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2091&MediaPosition=&ID=6554&CssClass=,"That the City Manager is requested to confer with the Assistant City Manager of Community Development, the Director of Communications and Community Relations, or any other relevant City department with the view in mind of producing a document that can be presented at the City Council Housing Committee to provide a better perspective on the City's current efforts to address the housing issues facing Cambridge.",
POR 2018 #65,6,2018-03-05 Regular,2018-03-05,Quinton Zondervan,Craig A. Kelley,,,Adopted,Voice Vote,,,,,,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2091&MediaPosition=&ID=6555&CssClass=,That the City Manager be and hereby is requested to provide the City Council with an Inman Square Reconstruction Project Timeline.,
POR 2018 #66,7,2018-03-05 Regular,2018-03-05,Craig A. Kelley,Sumbul Siddiqui,,Yes,Adopted,Voice Vote,,,,,,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2091&MediaPosition=&ID=6556&CssClass=,That the Transportation and Public Utilities Committee be and hereby is requested to schedule a public hearing on the future of dock-less bikes in Cambridge.,
POR 2018 #67,8,2018-03-05 Regular,2018-03-05,Quinton Zondervan,Sumbul Siddiqui,,Yes,Adopted,Voice Vote,,,,,,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2091&MediaPosition=&ID=6557&CssClass=,"That the City Council, City Manager, and City Staff are requested to work as quickly as possible to enact the necessary laws and regulations, including zoning and licensing of retail cannabis establishments, in order to implement the state law in a manner that addresses the racial and economic injustices of the past.",
POR 2018 #69,9,2018-03-05 Regular,2018-03-05,Jan Devereux,Craig A. Kelley,,,Adopted,Voice Vote,,,,,,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2091&MediaPosition=&ID=6561&CssClass=,"The City Manager is requested to direct staff from the Community Development Department and the Department of Public Works to provide the License Commission, before its public hearing on March 14, 2018, with all relevant information on the increased potential for flooding at 317 Fresh Pond Parkway, a recommendation on whether storing additional hazardous and flammable materials should be permitted and what additional training can be required for all facility managers where hazardous materials are stored.",
POR 2018 #70,1,2018-03-19 Regular,2018-03-19,Jan Devereux,"Marc C. McGovern,Sumbul Siddiqui,Alanna Mallon",,Yes,Adopted,8-0-1,yes,yes,absent,yes,yes,yes,yes,yes,yes,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2093&MediaPosition=&ID=6600&CssClass=,"City Council support of S. 2306, “An Act to promote and enhance civic engagement.”",ROLL CALL VOTE 8-0-1
POR 2018 #71,2,2018-03-19 Regular,2018-03-19,Jan Devereux,,,,Adopted,8-0-1,yes,yes,absent,yes,yes,yes,yes,yes,yes,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2093&MediaPosition=&ID=6604&CssClass=,That the Executive Assistant to the City Council confer with the Dedication Committee to consider the request from Misty Ponte for a street corner dedication in the vicinity of 14 Third Street in honor of John “Jackie” Graham.,ROLL CALL VOTE 8-0-1
POR 2018 #72,3,2018-03-19 Regular,2018-03-19,Jan Devereux,Marc C. McGovern,,,Adopted,8-0-1,yes,yes,absent,yes,yes,yes,yes,yes,yes,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2093&MediaPosition=&ID=6624&CssClass=,That the City Manager is requested to confer with the Election Commission regarding the possibility of instituting early voting in the 2019 municipal election.,ROLL CALL VOTE 8-0-1
POR 2018 #73,4,2018-03-19 Regular,2018-03-19,Timothy J. Toomey,,,,Adopted,8-0-1,yes,yes,absent,yes,yes,yes,yes,yes,yes,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2093&MediaPosition=&ID=6634&CssClass=,"That the City Manager is requested to direct the Director of the Traffic, Parking and Transportation Department and any other relative City departments to review what traffic calming measures or actions can be taken such as the installation of speed bumps, installation of crosswalk flashing lights and increased police enforcement of speed limits to discourage the speeding of vehicles along Museum Way.",ROLL CALL VOTE 8-0-1
POR 2018 #74,5,2018-03-19 Regular,2018-03-19,Quinton Zondervan,Dennis J. Carlone,,,Adopted,8-0-1,yes,yes,absent,yes,yes,yes,yes,yes,yes,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2093&MediaPosition=&ID=6639&CssClass=,City Council support of implementing protected bicycle infrastructure on the Longfellow Bridge.,ROLL CALL VOTE 8-0-1
POR 2018 #75,6,2018-03-19 Regular,2018-03-19,Quinton Zondervan,"Marc C. McGovern,Jan Devereux",,,Adopted,8-0-1,yes,yes,absent,yes,yes,yes,yes,yes,yes,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2093&MediaPosition=&ID=6640&CssClass=,"City Council support of S.2302 ""An Act to Promote a Clean Energy Future.""",ROLL CALL VOTE 8-0-1
POR 2018 #76,7,2018-03-19 Regular,2018-03-19,Alanna Mallon,"Sumbul Siddiqui,E. Denise Simmons",,,Adopted,8-0-1,yes,yes,absent,yes,yes,yes,yes,yes,yes,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2093&MediaPosition=&ID=6633&CssClass=,"That the City Manager is requested to work with all relevant City Departments to help facilitate the associated activities with the ""Affordable Housing Week of Action.""",ROLL CALL VOTE 8-0-1
POR 2018 #77,8,2018-03-19 Regular,2018-03-19,Sumbul Siddiqui,"Jan Devereux,Alanna Mallon,E. Denise Simmons",,,Adopted,8-0-1,yes,yes,absent,yes,yes,yes,yes,yes,yes,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2093&MediaPosition=&ID=6638&CssClass=,That the City Manager is requested to direct the Assistant City Manager for Community Development to apply for a federal Opportunity Zone designation on behalf of the City of Cambridge.,ROLL CALL VOTE 8-0-1
POR 2018 #78,9,2018-03-19 Regular,2018-03-19,Quinton Zondervan,"Sumbul Siddiqui,Marc C. McGovern,Jan Devereux",,,Adopted,8-0-1,yes,yes,absent,yes,yes,yes,yes,yes,yes,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2093&MediaPosition=&ID=6643&CssClass=,"City Council support of S.548 ""Affordable Housing Credit Improvement Act of 2017.""",ROLL CALL VOTE 8-0-1
POR 2018 #79,10,2018-03-19 Regular,2018-03-19,Quinton Zondervan,E. Denise Simmons,,,Referred,8-0-1,yes,yes,absent,yes,yes,yes,yes,yes,yes,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2093&MediaPosition=&ID=6645&CssClass=,"That the City Manager is requested to sign off on any Host Community Agreement for the purposes of filing an application with the State for an adult use cannabis retail establishment within the City of Cambridge, provided that said Host Community Agreement includes the maximum allowable taxation and relevant provisions that are substantially similar to or the same as those under which current medical cannabis establishments operate in the City.",TO THE CITY MANAGER AS AMENDED BY MAYOR MCGOVERN ON A ROLL CALL VOTE 8-0-1
POR 2018 #80,11,2018-03-19 Regular,2018-03-19,Craig A. Kelley,"Jan Devereux,Quinton Zondervan",Jan Devereux,,Call,8-0-1,,,,,,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2093&MediaPosition=&ID=6646&CssClass=,That the Chair of the Transportation and Public Utilities Committee be and hereby is requested to schedule a meeting to discuss parking options for City and School employees who do not get jobs that come with parking,CHARTER RIGHT EXERCISED BY VICE MAYOR DEVEREUX
POR 2018 #81,12,2018-03-19 Regular,2018-03-19,Craig A. Kelley,"Timothy J. Toomey,Jan Devereux",,Yes,Adopted,8-0-1,yes,yes,absent,yes,yes,yes,yes,yes,yes,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2093&MediaPosition=&ID=6649&CssClass=,That the City Manager is requested to have a funding plan in place to develop and implement protective barriers for Fresh Pond for the FY2018-19 budget.,AMENDED BY COUNCILLOR KELLEY ROLL CALL VOTE 8-0-1
POR 2018 #82,1,2018-03-26 Regular,2018-03-26,Alanna Mallon,"Sumbul Siddiqui,E. Denise Simmons,Timothy J. Toomey",,,Adopted,8-0-1,,,,,,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2094&MediaPosition=&ID=6663&CssClass=,That the City Manager is requested to explore the possibility of accepting the City of Boston's invitation to join their intergenerational housing pilot program.,ROLL CALL 8-0-1
POR 2018 #83,2,2018-03-26 Regular,2018-03-26,Alanna Mallon,"Sumbul Siddiqui,E. Denise Simmons,Jan Devereux",,,Adopted,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2094&MediaPosition=&ID=6671&CssClass=,"That the City Manager conduct, compile, and publish an inventory of all City-owned vacant buildings and lots with the City's plans for them, if any.",ROLL CALL 9-0-0
POR 2018 #84,3,2018-03-26 Regular,2018-03-26,E. Denise Simmons,,,,Adopted,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2094&MediaPosition=&ID=6673&CssClass=,"That the City Manager is requested to appoint an appropriate City representative to work with the Historical Commission, the Veterans Services Department, representatives of the Cambridge African American Heritage Trail, Cambridge Historian Jon Hill, and any other appropriate parties in an effort to place markers on the graves of Mr. Cato Freeman and Mr. Neptune Frost at the Old Harvard Square Burial Ground, a marker for Mr. Agrippa Hull on the Cambridge Common, and markers for any other early unsung patriots of color that we may yet determine have been hidden in the shadows of history for far too long.",ROLL CALL 9-0-0
POR 2018 #85,4,2018-03-26 Regular,2018-03-26,Alanna Mallon,"Jan Devereux,Marc C. McGovern",,Yes,Adopted,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2094&MediaPosition=&ID=6678&CssClass=,"That the City Manager be and hereby is requested to work with the Assistant City Manager for Community Development, the Executive Director of the Cambridge Arts Council, and the City Solicitor with a view in mind of  drafting of an Arts Overlay District ordinance that would achieve the goals of creating and preserving spaces for the arts in the Central Square Cultural District.",ROLL CALL 9-0-0
POR 2018 #86,5,2018-03-26 Regular,2018-03-26,Marc C. McGovern,"Alanna Mallon,Jan Devereux,Timothy J. Toomey",,,Adopted,8-0-1,,,,,,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2094&MediaPosition=&ID=6679&CssClass=,"That the City Council declare April 2, 2018, as Autism Awareness ",ROLL CALL 8-0-1
POR 2018 #87,6,2018-03-26 Regular,2018-03-26,Timothy J. Toomey,"Marc C. McGovern,Sumbul Siddiqui",Quinton Zondervan,,Order Adopted,Voice Vote,,,,,,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2094&MediaPosition=&ID=6687&CssClass=,That the City Manager is requested to direct the Community Development Department to compile a list of single family homes which could be purchased by the Affordable Housing Trust and converted to Single Room Occupancies or Housing Cooperatives.,CHARTER RIGHT EXERCISED BY COUNCILLOR ZONDERVAN
POR 2018 #88,7,2018-03-26 Regular,2018-03-26,Marc C. McGovern,,,Yes,Adopted,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2094&MediaPosition=&ID=6688&CssClass=,City Council support of the Temporary Protected Status Visa program and the 19 Attorney's General letter asking Congressional Leaders to support legislation granting Temporary Protected Status recipients permanent legal status.,ROLL CALL 9-0-0
POR 2018 #89,8,2018-03-26 Regular,2018-03-26,E. Denise Simmons,,,,Adopted,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2094&MediaPosition=&ID=6689&CssClass=,"City Council support of the City-owned building located at the corner of 859 Massachusetts Avenue be named “Renae House” in honor of Renae Gray, long-time resident and community activist.",ROLL CALL 9-0-0
POR 2018 #90,9,2018-03-26 Regular,2018-03-26,Craig A. Kelley,,,,Adopted,8-0-1,,,,,,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2094&MediaPosition=&ID=6690&CssClass=,City Council opposition to any legislation that would remove or limit the options of municipalities to pass local ordinances regulating short-term rentals to include accessing tax revenue similar to what is done with hotels and motels.,ROLL CALL 8-0-1
POR 2018 #91,10,2018-03-26 Regular,2018-03-26,E. Denise Simmons,Marc C. McGovern,,,Adopted,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2094&MediaPosition=&ID=6697&CssClass=,Dedication for Muriel Turk.,ROLL CALL 9-0-0
POR 2018 #103,1,2018-04-02 Regular,2018-04-02,Marc C. McGovern,,,,Adopted,Voice Vote,,,,,,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2102&MediaPosition=&ID=6727&CssClass=,"That the City Council proclaim April 2–8, 2018 as Cambridge Public Health Week in appreciation of the extensive work on the part of the public and private sectors in the city to promote healthy living, prevent disease and injury, and respond to threats to our well-being.",INDEX # (RES 2018 #118) CHANGED TO (POR 2018 #103) DUE TO INCORRECT PLACEMENT ON INDEXING
POR 2018 #92,2,2018-04-02 Regular,2018-04-02,Alanna Mallon,,,,Adopted,Voice Vote,,,,,,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2102&MediaPosition=&ID=6738&CssClass=,That the Executive Assistant to the City Council confer with the Dedication Committee for a sign dedication in honor of Rosalind O'Sullivan in the vicinity of the Fletcher Maynard Academy.,
POR 2018 #93,3,2018-04-02 Regular,2018-04-02,E. Denise Simmons,Timothy J. Toomey,,,Adopted,Voice Vote,,,,,,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2102&MediaPosition=&ID=6739&CssClass=,"That the City Manager is requested to direct the appropriate City personnel to place a commemorative plaque at eye-level at the plaza in Harvard Square dedicated to former judge, Mayor, and City Manager Joseph DeGuglielmo so that it is more prominent to pedestrians.",
POR 2018 #94,4,2018-04-02 Regular,2018-04-02,Marc C. McGovern,"Jan Devereux,Quinton Zondervan",,,Adopted,Voice Vote,,,,,,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2102&MediaPosition=&ID=6746&CssClass=,"That the City Council encourage residents to be more conscious of their water consumption during the month of April, to take steps to reduce storm water runoff on their own property, to prevent polluted runoff from entering our water system, and to find time to engage with our natural areas.",
