Unique Identifier,Agenda Number,Meeting,Meeting Date,Category,Sponsor,Outcome,Vote,Marc C. McGovern,Jan Devereux,Dennis J. Carlone,Alanna Mallon,Sumbul Siddiqui,E. Denise Simmons,Timothy J. Toomey,Quinton Zondervan,Craig A. Kelley,Yeas,Nays,Present,Absent,Recused,Link,Summary,Notes
RES 2018 #80,14,2018-03-05 Regular,2018-03-05,Death Resolution,Timothy J. Toomey,Adopted,Voice Vote,,,,,,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2091&MediaPosition=&ID=6568&CssClass=,Resolution on the death of Dolores F. Belinski.,
RES 2018 #81,15,2018-03-05 Regular,2018-03-05,Death Resolution,Timothy J. Toomey,Adopted,Voice Vote,,,,,,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2091&MediaPosition=&ID=6569&CssClass=,Resolution on the death of Maryanne E. Witham.,
RES 2018 #82,16,2018-03-05 Regular,2018-03-05,Death Resolution,Timothy J. Toomey,Adopted,Voice Vote,,,,,,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2091&MediaPosition=&ID=6570&CssClass=,Resolution on the death of Manuel Antonio.,
RES 2018 #83,1,2018-03-19 Regular,2018-03-19,Congratulations,Marc C. McGovern,Adopted,8-0-1,yes,yes,absent,yes,yes,yes,yes,yes,yes,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2093&MediaPosition=&ID=6603&CssClass=,Recognizing Zakir Hussain as one of the world's greatest tabla players.,ROLL CALL VOTE 8-0-1
RES 2018 #84,2,2018-03-19 Regular,2018-03-19,Congratulations,Alanna Mallon,Adopted,8-0-1,yes,yes,absent,yes,yes,yes,yes,yes,yes,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2093&MediaPosition=&ID=6606&CssClass=,Congratulations to Mohamad El Zein and Radouan Ouassaidi on the successful opening of Pita Cambridge in Inman Square.,ROLL CALL VOTE 8-0-1
RES 2018 #85,3,2018-03-19 Regular,2018-03-19,Congratulations,E. Denise Simmons,Adopted,8-0-1,yes,yes,absent,yes,yes,yes,yes,yes,yes,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2093&MediaPosition=&ID=6607&CssClass=,"Congratulations to the special women being named as this year’s Trailblazing Women of Cambridge, recognizing each of them for the distinguished work they have engaged in, and thanking them for serving as inspirations for the next generation of Cantabrigians",ROLL CALL VOTE 8-0-1
RES 2018 #86,4,2018-03-19 Regular,2018-03-19,Death Resolution,Jan Devereux,Adopted,8-0-1,yes,yes,absent,yes,yes,yes,yes,yes,yes,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2093&MediaPosition=&ID=6626&CssClass=,Resolution on the death of Dr. T. Berry Brazelton.,ROLL CALL VOTE 8-0-1
RES 2018 #87,5,2018-03-19 Regular,2018-03-19,Death Resolution,Timothy J. Toomey,Adopted,8-0-1,yes,yes,absent,yes,yes,yes,yes,yes,yes,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2093&MediaPosition=&ID=6635&CssClass=,"Resolution on the death of Elizabeth ""Betty"" Linehan.",ROLL CALL VOTE 8-0-1
RES 2018 #88,6,2018-03-19 Regular,2018-03-19,Death Resolution,Timothy J. Toomey,Adopted,8-0-1,yes,yes,absent,yes,yes,yes,yes,yes,yes,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2093&MediaPosition=&ID=6637&CssClass=,Resolution on the death of Joseph C. Bartley.,ROLL CALL VOTE 8-0-1
RES 2018 #89,7,2018-03-19 Regular,2018-03-19,Congratulations,Timothy J. Toomey,Adopted,8-0-1,yes,yes,absent,yes,yes,yes,yes,yes,yes,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2093&MediaPosition=&ID=6641&CssClass=,"Congratulations and best wishes to the Families of the Cambridge Program on their upcoming ""Trivia Night Extravaganza"" on April 7, 2018.",ROLL CALL VOTE 8-0-1
RES 2018 #90,8,2018-03-19 Regular,2018-03-19,Death Resolution,Timothy J. Toomey,Adopted,8-0-1,yes,yes,absent,yes,yes,yes,yes,yes,yes,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2093&MediaPosition=&ID=6650&CssClass=,Resolution on the death of Suzanne Quinn.,ROLL CALL VOTE 8-0-1
RES 2018 #91,9,2018-03-19 Regular,2018-03-19,Death Resolution,Timothy J. Toomey,Adopted,8-0-1,yes,yes,absent,yes,yes,yes,yes,yes,yes,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2093&MediaPosition=&ID=6651&CssClass=,Resolution on the death of Fortunato Cunha.,ROLL CALL VOTE 8-0-1
RES 2018 #92,10,2018-03-19 Regular,2018-03-19,Death Resolution,Timothy J. Toomey,Adopted,8-0-1,yes,yes,absent,yes,yes,yes,yes,yes,yes,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2093&MediaPosition=&ID=6652&CssClass=,Resolution on the death of Helen Brady.,ROLL CALL VOTE 8-0-1
RES 2018 #93,1,2018-03-26 Regular,2018-03-26,Congratulations,E. Denise Simmons,Adopted,8-0-1,,,,,,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2094&MediaPosition=&ID=6672&CssClass=,"Congratulations to David Maher for being named the Cambridge Family and Children’s Services Honoree at the organization’s 25th Annual Circle of Friends Gala and Auction on May 10, 2018 at the Royal Sonesta Hotel.",ROLL CALL 8-0-1
RES 2018 #94,2,2018-03-26 Regular,2018-03-26,Retirement Resolution,Marc C. McGovern,Adopted,8-0-1,,,,,,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2094&MediaPosition=&ID=6680&CssClass=,Retirement of Rosa Argueta from the Cambridge Health Alliance.,ROLL CALL 8-0-1
RES 2018 #95,3,2018-03-26 Regular,2018-03-26,Retirement Resolution,Marc C. McGovern,Adopted,8-0-1,,,,,,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2094&MediaPosition=&ID=6681&CssClass=,Retirement of James Hall from the City of Cambridge Electrical Department.,ROLL CALL 8-0-1
RES 2018 #96,4,2018-03-26 Regular,2018-03-26,Retirement Resolution,Marc C. McGovern,Adopted,8-0-1,,,,,,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2094&MediaPosition=&ID=6682&CssClass=,Retirement of Jose Ortiz from the Cambridge Housing Authority.,ROLL CALL 8-0-1
RES 2018 #97,5,2018-03-26 Regular,2018-03-26,Retirement Resolution,Marc C. McGovern,Adopted,8-0-1,,,,,,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2094&MediaPosition=&ID=6683&CssClass=,Retirement of John Brogan from the Cambridge Fire Department.,ROLL CALL 8-0-1
RES 2018 #98,6,2018-03-26 Regular,2018-03-26,Retirement Resolution,Marc C. McGovern,Adopted,8-0-1,,,,,,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2094&MediaPosition=&ID=6684&CssClass=,Retirement of Kathleen Sullivan from the Cambridge Police Department.,ROLL CALL 8-0-1
RES 2018 #99,7,2018-03-26 Regular,2018-03-26,Congratulations,Timothy J. Toomey,Adopted,8-0-1,,,,,,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2094&MediaPosition=&ID=6686&CssClass=,"Congratulations and best wishes to Microsoft on the occasion of the unveiling of their new innovation facility, the NERD Garage on April 26, 2018.",ROLL CALL 8-0-1
RES 2018 #101,8,2018-03-26 Regular,2018-03-26,Death Resolution,E. Denise Simmons,Adopted,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2094&MediaPosition=&ID=6694&CssClass=,Resolution on the death of Barbara G. McDermott.,ROLL CALL 9-0-0
RES 2018 #100,9,2018-03-26 Regular,2018-03-26,Congratulations,Marc C. McGovern,Adopted,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2094&MediaPosition=&ID=6693&CssClass=,Congratulations to Cambridge Police Department Superintendent Christine A. Elow on being accepted to the prestigious Naval Postgraduate School’s Center for Homeland Defense and Security Master’s Degree program.,ROLL CALL 9-0-0
RES 2018 #102,10,2018-03-26 Regular,2018-03-26,Death Resolution,E. Denise Simmons,Adopted,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2094&MediaPosition=&ID=6695&CssClass=,Resolution on the death of Nellie M. Edey.,ROLL CALL 9-0-0
RES 2018 #103,11,2018-03-26 Regular,2018-03-26,Death Resolution,E. Denise Simmons,Adopted,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2094&MediaPosition=&ID=6696&CssClass=,Resolution on the Death of Hazel E Bingham.,ROLL CALL 9-0-0
RES 2018 #104,1,2018-04-02 Regular,2018-04-02,Resolution,Marc C. McGovern,Adopted,Voice Vote,,,,,,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2102&MediaPosition=&ID=6692&CssClass=,"That the City Council welcome representatives of Equipo Maíz, CRIPDES, and US-El Salvador Sister Cities to Cambridge and salutes these organizations for over three decades of sisterhood, solidarity and struggle for the empowerment of the rural communities.",
RES 2018 #105,2,2018-04-02 Regular,2018-04-02,Congratulations,Quinton Zondervan,Adopted,Voice Vote,,,,,,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2102&MediaPosition=&ID=6699&CssClass=,Congratulations to Deputy Superintendent Rob Lowe on his recent graduation from the FBI National Academy program.,
RES 2018 #106,3,2018-04-02 Regular,2018-04-02,Death Resolution,Timothy J. Toomey,Adopted,Voice Vote,,,,,,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2102&MediaPosition=&ID=6698&CssClass=,"Resolution on the death of John ""Jackie"" Graham.",
RES 2018 #107,4,2018-04-02 Regular,2018-04-02,Congratulations,Alanna Mallon,Adopted,Voice Vote,,,,,,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2102&MediaPosition=&ID=6714&CssClass=,Congratulations Dr. Maria McCauley on her election to the American Library Association Executive Board.,
RES 2018 #108,5,2018-04-02 Regular,2018-04-02,Congratulations,Alanna Mallon,Adopted,Voice Vote,,,,,,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2102&MediaPosition=&ID=6715&CssClass=,Congratulations Laura Jasinski on her appointment as Executive Director of the Charles River Conservancy.,
RES 2018 #109,6,2018-04-02 Regular,2018-04-02,Congratulations,Marc C. McGovern,Adopted,Voice Vote,,,,,,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2102&MediaPosition=&ID=6720&CssClass=,"Celebration of National Public Safety Telecommunicators Week and thanks to the men and women who give their time to this vital role as the first, first responders to every emergency.",
RES 2018 #110,7,2018-04-02 Regular,2018-04-02,Death Resolution,Timothy J. Toomey,Adopted,Voice Vote,,,,,,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2102&MediaPosition=&ID=6732&CssClass=,Resolution on the death of Reginald M. Camplese.,
RES 2018 #111,8,2018-04-02 Regular,2018-04-02,Death Resolution,Timothy J. Toomey,Adopted,Voice Vote,,,,,,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2102&MediaPosition=&ID=6736&CssClass=,Resolution on the death of Augusto Andrade.,
RES 2018 #112,9,2018-04-02 Regular,2018-04-02,Death Resolution,Timothy J. Toomey,Adopted,Voice Vote,,,,,,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2102&MediaPosition=&ID=6740&CssClass=,Resolution on the death of Reverend Dennis Dever.,
RES 2018 #113,10,2018-04-02 Regular,2018-04-02,Congratulations,Sumbul Siddiqui,Adopted,Voice Vote,,,,,,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2102&MediaPosition=&ID=6743&CssClass=,"Congratulations to the cast and crew of the North Cambridge Family Opera Company on the production of Weedpatch: Hardship, Laughter, and Song in Dustbowl-era California.",
RES 2018 #114,11,2018-04-02 Regular,2018-04-02,Retirement Resolution,Timothy J. Toomey,Adopted,Voice Vote,,,,,,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2102&MediaPosition=&ID=6744&CssClass=,Retirement of Diane Bongiorno from the Community Development Department.,
RES 2018 #115,12,2018-04-02 Regular,2018-04-02,Congratulations,Sumbul Siddiqui,Adopted,Voice Vote,,,,,,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2102&MediaPosition=&ID=6747&CssClass=,"Congratulations to the cast and crew of The CRLS Spring Play, The Light She Gave.",
RES 2018 #116,13,2018-04-02 Regular,2018-04-02,Congratulations,Sumbul Siddiqui,Adopted,Voice Vote,,,,,,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2102&MediaPosition=&ID=6751&CssClass=,Speedy recovery wishes to Lenora Pedro.,
RES 2018 #117,14,2018-04-02 Regular,2018-04-02,Congratulations,Sumbul Siddiqui,Adopted,Voice Vote,,,,,,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2102&MediaPosition=&ID=6757&CssClass=,Congratulations to Peter Smillie on the successful defense of his PhD thesis.,
RES 2018 #118,15,2018-04-02 Regular,2018-04-02,Death Resolution,Timothy J. Toomey,Adopted,Voice Vote,,,,,,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2102&MediaPosition=&ID=6759&CssClass=,Resolution on the death of Reverend John Francis O'Donnell.,
RES 2018 #121,16,2018-04-02 Regular,2018-04-02,Death Resolution,E. Denise Simmons,Adopted,Voice Vote,,,,,,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2102&MediaPosition=&ID=6764&CssClass=,Resolution on the death of James Monagle's mother Kathleen M. Monagle.,
RES 2018 #122,17,2018-04-02 Regular,2018-04-02,Congratulations,E. Denise Simmons,Adopted,Voice Vote,,,,,,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2102&MediaPosition=&ID=6791&CssClass=,Thanks to Adrienne Benton,
RES 2018 #123,18,2018-04-02 Regular,2018-04-02,Congratulations,E. Denise Simmons,Adopted,Voice Vote,,,,,,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2102&MediaPosition=&ID=6790&CssClass=,Congratulations to Tony Reed,
RES 2018 #124,19,2018-04-02 Regular,2018-04-02,Congratulations,E. Denise Simmons,Adopted,Voice Vote,,,,,,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2102&MediaPosition=&ID=6792&CssClass=,Congratulations to National Black Marathoners Association,
RES 2018 #120,1,2018-04-23 Regular,2018-04-23,Congratulations,Sumbul Siddiqui,Adopted,Voice Vote,,,,,,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2104&MediaPosition=&ID=6745&CssClass=,"Best wishes to Cambridge School Volunteers congratulations for a successful “Back to the 80s!” fundraiser on April 6, 2018.",
RES 2018 #125,2,2018-04-23 Regular,2018-04-23,Congratulations,Alanna Mallon,Adopted,Voice Vote,,,,,,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2104&MediaPosition=&ID=6836&CssClass=,Congratulations to C.A. Webb on her new position as President of the Kendall Square Association.,
RES 2018 #126,3,2018-04-23 Regular,2018-04-23,Congratulations,Jan Devereux,Adopted,Voice Vote,,,,,,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2104&MediaPosition=&ID=6839&CssClass=,Congratulations to Frank Bidart on the occasion of receiving the 2018 Pulitzer Prize for poetry.,
RES 2018 #127,4,2018-04-23 Regular,2018-04-23,Resolution,Timothy J. Toomey,Adopted,Voice Vote,,,,,,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2104&MediaPosition=&ID=6846&CssClass=,"Congratulations and best wishes to the Saint Peter School on the occasion of its dedication of the O'Connell Playground on May 19, 2018.",
RES 2018 #128,5,2018-04-23 Regular,2018-04-23,Congratulations,Quinton Zondervan,Adopted,Voice Vote,,,,,,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2104&MediaPosition=&ID=6847&CssClass=,Congratulations to the Home Energy Efficiency Team (HEET) on their 10th Anniversary.,
RES 2018 #129,6,2018-04-23 Regular,2018-04-23,Congratulations,Sumbul Siddiqui,Adopted,Voice Vote,,,,,,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2104&MediaPosition=&ID=6848&CssClass=,Congratulations to the Organizing Committee of the Women in Comedy Festival for a successful event.,
RES 2018 #130,7,2018-04-23 Regular,2018-04-23,Death Resolution,Sumbul Siddiqui,Adopted,Voice Vote,,,,,,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2104&MediaPosition=&ID=6850&CssClass=,"Resolution on the death of William J. Brathwaite, Sr.",
RES 2018 #131,8,2018-04-23 Regular,2018-04-23,Death Resolution,Timothy J. Toomey,Adopted,Voice Vote,,,,,,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2104&MediaPosition=&ID=6852&CssClass=,Resolution on the death of Yarmouth K-9 Police Officer Sean Gannon.,
RES 2018 #132,9,2018-04-23 Regular,2018-04-23,Death Resolution,Timothy J. Toomey,Adopted,Voice Vote,,,,,,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2104&MediaPosition=&ID=6855&CssClass=,Resolution on the death of Norberto Bairos.,
RES 2018 #133,10,2018-04-23 Regular,2018-04-23,Happy Birthday Resolution,E. Denise Simmons,Adopted,Voice Vote,,,,,,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2104&MediaPosition=&ID=6857&CssClass=,Happy Birthday wishes to City Clerk Donna Lopez.,
RES 2018 #134,11,2018-04-23 Regular,2018-04-23,Congratulations,Sumbul Siddiqui,Adopted,Voice Vote,,,,,,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2104&MediaPosition=&ID=6861&CssClass=,Congratulations to Dr. Chanda Prescod-Weinstein on her appointment as Assistant Professor of Physics at the University of New Hampshire.,
RES 2018 #135,12,2018-04-23 Regular,2018-04-23,Congratulations,Sumbul Siddiqui,Adopted,Voice Vote,,,,,,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2104&MediaPosition=&ID=6863&CssClass=,Congratulations to the organizers of the Black Policy Conference on a successful event.,
RES 2018 #136,13,2018-04-23 Regular,2018-04-23,Retirement Resolution,Marc C. McGovern,Adopted,Voice Vote,,,,,,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2104&MediaPosition=&ID=6864&CssClass=,Retirement of Ronald Harris from the City of Cambridge Human Services Department.,
RES 2018 #137,14,2018-04-23 Regular,2018-04-23,Retirement Resolution,Marc C. McGovern,Adopted,Voice Vote,,,,,,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2104&MediaPosition=&ID=6866&CssClass=,Retirement of Karen Cunningham from the Cambridge Health Alliance.,
RES 2018 #138,15,2018-04-23 Regular,2018-04-23,Death Resolution,Timothy J. Toomey,Adopted,Voice Vote,,,,,,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2104&MediaPosition=&ID=6869&CssClass=,Resolution on the death of Representative James R. Miceli.,
RES 2018 #139,1,2018-04-30 Regular,2018-04-30,Congratulations,Marc C. McGovern,Adopted,Voice Vote,,,,,,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2105&MediaPosition=&ID=6894&CssClass=,Congratulations to the recipients of the Outstanding City Employee Awards.,
RES 2018 #140,2,2018-04-30 Regular,2018-04-30,Congratulations,Alanna Mallon,Adopted,Voice Vote,,,,,,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2105&MediaPosition=&ID=6914&CssClass=,Congratulations Rosalie Anders on being recognized as a 2018 “Unsung Heroine” by the Massachusetts Commission on the Status of Women,
RES 2018 #141,3,2018-04-30 Regular,2018-04-30,Congratulations,Alanna Mallon,Adopted,Voice Vote,,,,,,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2105&MediaPosition=&ID=6915&CssClass=,Congratulations to Carol Miranda on being recognized as a 2018 “Unsung Heroine” by the Massachusetts Commission on the Status of Women.,
RES 2018 #142,4,2018-04-30 Regular,2018-04-30,Congratulations,Marc C. McGovern,Adopted,Voice Vote,,,,,,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2105&MediaPosition=&ID=6916&CssClass=,"City Council thanks to the Cambridge Youth Council members and their Coordinator, Lace Campbell, for their continued work for the betterment and inclusiveness of Cambridge.",
RES 2018 #143,5,2018-04-30 Regular,2018-04-30,Resolution,Craig A. Kelley,Adopted,Voice Vote,,,,,,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2105&MediaPosition=&ID=6928&CssClass=,Thanks to Macky Buck and Michael Rome for their care of and contribution to hundreds of children and families in the Cambridge community.,
