Unique Identifier,Meeting,Meeting Date,Agenda Number,Category,Awaiting Report,Policy Order,Charter Right,Outcome,Vote,Marc C. McGovern,Jan Devereux,Dennis J. Carlone,Alanna Mallon,Sumbul Siddiqui,E. Denise Simmons,Timothy J. Toomey,Quinton Zondervan,Craig A. Kelley,Yeas,Nays,Present,Absent,Recused,Link,Notes,Summary
CMA 2018 #51,2018-02-26 Regular,2018-02-26,16,Appropriation,,,,Adopted,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2082&MediaPosition=&ID=6415&CssClass=,9-0-0,"Transmitting Communication from Louis A. DePasquale, City Manager, relative to the appropriation of the 2017 Emergency Management Performance Grant (EMPG) from the Federal Emergency Management Agency (FEMA) in the amount of $35,188 to the Grant Fund Fire Other Ordinary Maintenance account which will be used to purchase bicycles and related equipment (carry bags, lights/siren,) as well as uniforms for CFD personnel who will be deployed during planned and unplanned events to facilitate patient access during medical emergencies in our densely populated and congested City."
CMA 2018 #52,2018-02-26 Regular,2018-02-26,17,Appropriation,,,,Adopted,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2082&MediaPosition=&ID=6419&CssClass=,9-0-0,"Transmitting Communication from Louis A. DePasquale, City Manager, relative to the appropriation of the Hazardous Materials Emergency Preparedness (HMEP) Grant from the Federal Emergency Management Agency (FEMA) in the amount of $5,050.00 to the Grant Fund Fire Travel & Training account which will provide funding to assist in sending Cambridge Fire Department members to a hazardous material conference in Baltimore, MD."
CMA 2018 #53,2018-02-26 Regular,2018-02-26,18,Appropriation,,,,Adopted,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2082&MediaPosition=&ID=6417&CssClass=,9-0-0,"Transmitting Communication from Louis A. DePasquale, City Manager, relative to the appropriation in the amount of $2,500 donated from the Carl Barron Awards for Administrative Excellence to the Fire Department, Other Ordinary Maintenance Account which will be used for the Carl Barron Awards for Administrative Excellence, to be awarded to members of the Cambridge Fire Department."
CMA 2018 #54,2018-02-26 Regular,2018-02-26,19,Appropriation,,,,Adopted,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2082&MediaPosition=&ID=6409&CssClass=,9-0-0,"Transmitting Communication from Louis A. DePasquale, City Manager, relative to the appropriation of a grant from the State Executive Office of Public Safety for $10,407.00 to the Grant Fund Fire Salaries and Wages account ($8,207.00), Other Ordinary Maintenance account ($1,800.00) and Travel and Training account ($400.00) to provide funds to continue the Student Awareness of Fire Education (SAFE) Program."
CMA 2018 #55,2018-02-26 Regular,2018-02-26,20,Appropriation,,,,Adopted,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2082&MediaPosition=&ID=6410&CssClass=,9-0-0,"Transmitting Communication from Louis A. DePasquale, City Manager, relative to the appropriation of a grant from the State Executive Office of Public Safety for $3,207.00 to the Grant Fund Fire Salaries and Wages account ($2,500.00) and Other Ordinary Maintenance account ($707.00) to provide funds for the Senior SAFE Program that educates seniors on the dangers of fire and its effect on people, property, and the environment."
CMA 2018 #57,2018-03-05 Regular,2018-03-05,1,Appropriation,,,,Adopted,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2091&MediaPosition=&ID=6508&CssClass=,9-0-0,"Transmitting Communication from Louis A. DePasquale, City Manager, relative to the transfer of $135,000 from the General Fund Library Salary and Wages account to the General Fund Library Other Ordinary Maintenance account to cover contract costs associated for the two HVAC maintenance and repair contracts; Associated Mechanical and Control Technologies."
CMA 2018 #58,2018-03-19 Regular,2018-03-19,1,Appointment,,,,Placed on File,8-0-1,yes,yes,absent,yes,yes,yes,yes,yes,yes,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2093&MediaPosition=&ID=6563&CssClass=,ROLL CALL VOTE 8-0-1,"A communication transmitted from Louis A. DePasquale, City Manager, relative to the reappointment of the following person as a Constable With Power for a term of three years, effective the first day of January, 2018:  Jean Rogers"
CMA 2018 #59,2018-03-19 Regular,2018-03-19,2,Appointment,,,,Referred to Committee,8-0-1,yes,yes,absent,yes,yes,yes,yes,yes,yes,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2093&MediaPosition=&ID=6605&CssClass=,"NEIGHBORHOOD AND LONG TERM PLANNING, PUBLIC FACILITIES, ARTS AND CELEBRATION COMMITTEE ON A ROLL CALL VOTE 8-0-1","A communication transmitted from Louis A. DePasquale, City Manager, relative to the recommendation to reappointment Margaret Drury as a member of the Cambridge Redevelopment Authority Board for a term of five years."
CMA 2018 #60,2018-03-19 Regular,2018-03-19,3,Appropriation,,,,Adopted,8-0-1,yes,yes,absent,yes,yes,yes,yes,yes,yes,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2093&MediaPosition=&ID=6630&CssClass=,ROLL CALL VOTE 8-0-1,"Transmitting Communication from Louis A. DePasquale, City Manager, relative to the appropriation of the Shannon Grant for $18,531.11 received from the Metropolitan Mayors Coalition’s Community Safety Initiative through the Executive Office of Public Safety and Security to the Grant Fund Police Department Salary and Wages account ($15,377.27) and the Other Ordinary Maintenance account ($3,153.84) which will fund hot spot patrols, Metro Gang Task Force participation, the Focused Deterrence program and the Sion Chambers Area IV Late Night Basketball League at the Community Art Center."
CMA 2018 #61,2018-03-19 Regular,2018-03-19,4,Appropriation,,,,Adopted,8-0-1,yes,yes,absent,yes,yes,yes,yes,yes,yes,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2093&MediaPosition=&ID=6629&CssClass=,ROLL CALL VOTE 8-0-1,"Transmitting Communication from Louis A. DePasquale, City Manager, relative to the appropriation of a grant from the Massachusetts Executive Office of Public Safety and Security's (EOPSS) Traffic Enforcement Grant Program in the amount of $9,151 to the Grant Fund Police Department Salary and Wages account which will fund high-visibility traffic enforcement of motor vehicle laws, including but not limited to impaired driving and occupant protection."
CMA 2018 #62,2018-03-19 Regular,2018-03-19,5,Awaiting Report Response,,,,Placed on File,8-0-1,yes,yes,absent,yes,yes,yes,yes,yes,yes,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2093&MediaPosition=&ID=6632&CssClass=,ROLL CALL VOTE 8-0-1,"A communication transmitted from Louis A. DePasquale, City Manager, relative to Awaiting Report Item Number 18-28, regarding Housing Choice Designation."
CMA 2018 #63,2018-03-19 Regular,2018-03-19,6,Awaiting Report Response,,,,Placed on File,8-0-1,yes,yes,absent,yes,yes,yes,yes,yes,yes,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2093&MediaPosition=&ID=6636&CssClass=,ROLL CALL VOTE 8-0-1,"A communication transmitted from Louis A. DePasquale, City Manager, relative to Awaiting Report Item Number 17-108, regarding posting signboards at development sites."
CMA 2018 #64,2018-03-19 Regular,2018-03-19,7,Awaiting Report Response,,,,Placed on File,8-0-1,yes,yes,absent,yes,yes,yes,yes,yes,yes,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2093&MediaPosition=&ID=6644&CssClass=,ROLL CALL VOTE 8-0-1,"A communication transmitted from Louis A. DePasquale, City Manager, relative to Awaiting Report Item Number 18-25, regarding a timeline for the next Incentive Zoning Study."
CMA 2018 #65,2018-03-26 Regular,2018-03-26,1,Appointment,,,,Placed on File,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2094&MediaPosition=&ID=6664&CssClass=,ROLL CALL 9-0-0,"A communication transmitted from Louis A. DePasquale, City Manager, relative to the appointment of the following person as new associate members of the Planning Board for a term of three years, effective April 2, 2018:  Nikolas Bowie and Corinne Espinoza"
CMA 2018 #66,2018-03-26 Regular,2018-03-26,2,Awaiting Report Response,,POR 2018 #34,,Placed on File,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2094&MediaPosition=&ID=6665&CssClass=,ROLL CALL 9-0-0,"A communication transmitted from Louis A. DePasquale, City Manager, relative to Awaiting Report Item Number 18-18, regarding a report on the success of the Polystyrene Ordinance."
CMA 2018 #67,2018-03-26 Regular,2018-03-26,3,Awaiting Report Response,,POR 2017 #255,,Placed on File,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2094&MediaPosition=&ID=6666&CssClass=,ROLL CALL 9-0-0,"A communication transmitted from Louis A. DePasquale, City Manager, relative to Awaiting Report Item Number 17-95, regarding update on leaf blowers."
CMA 2018 #68,2018-03-26 Regular,2018-03-26,4,Awaiting Report Response,,POR 2018 #28,,Placed on File,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2094&MediaPosition=&ID=6670&CssClass=,ROLL CALL 9-0-0,"A communication transmitted from Louis A. DePasquale, City Manager, relative to Awaiting Report Item Number 18-19, regarding Central Square pedestrian signals."
CMA 2018 #69,2018-03-26 Regular,2018-03-26,5,Transmitting Communication,,,,Adopted,8-0-1,absent,yes,yes,yes,yes,yes,yes,yes,yes,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2094&MediaPosition=&ID=6674&CssClass=,ROLL CALL 8-0-1,"A communication transmitted from Louis A. DePasquale, City Manager, relative to recommendations for the block rates for water consumption and sewer use for the period beginning April 1, 2018 and ending March 31, 2019."
CMA 2018 #70,2018-03-26 Regular,2018-03-26,6,Appropriation,,,,Adopted,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2094&MediaPosition=&ID=6675&CssClass=,ROLL CALL 9-0-0,"Transmitting Communication from Louis A. DePasquale, City Manager, relative to the transfer of $40,000 from the Traffic, Parking and Transportation Fund Salary and Wages account to the General Fund Traffic, Parking and Transportation Travel and Training (Judgment and Damages) account to cover current and anticipated medical services and/or prescription reimbursement costs for the remainder of the fiscal year for Traffic and Parking personnel injured in the performance of their duties."
CMA 2018 #71,2018-04-02 Regular,2018-04-02,1,Appropriation,,,,Adopted,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2102&MediaPosition=&ID=6708&CssClass=,,"Transmitting Communication from Louis A. DePasquale, City Manager, relative to the appropriation of the Homeless Youth Count grant funded by the Massachusetts Department of Housing and Community Development (DHCD) in the amount of $5,000.00 to the Grant Fund Human Service Programs Salary and Wages account ($750.00) and to the Other Ordinary Maintenance account ($4,250.00) which will be used for costs related to conducting a count and survey of unaccompanied homeless youth in partnership with youth service providers (Youth on Fire, Y2Y Harvard Square, Bridge Over Troubled Waters) between April 23-May 13, 2018."
CMA 2018 #72,2018-04-02 Regular,2018-04-02,2,Appropriation,,,,Adopted,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2102&MediaPosition=&ID=6710&CssClass=,,"Transmitting Communication from Louis A. DePasquale, City Manager, relative to the transfer of funds of the HUD Planning Grant from the Grant Fund Human Service Programs Other Ordinary Maintenance account in the amount of $5,000.00 to the Grant Fund Human Service Programs Travel and Training account which will facilitate staff attendance at the national Housing First Partners conference and an unanticipated HUD mandated Rapid Rehousing conference."
CMA 2018 #73,2018-04-02 Regular,2018-04-02,3,Appropriation,,,,Adopted,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2102&MediaPosition=&ID=6709&CssClass=,,"Transmitting Communication from Louis A. DePasquale, City Manager, relative to the transfer of funds of the HUD HMIS (Homeless Management Information System) Grant from the Grant Fund Human Service Programs Travel and Training account in the amount of $1,163.00 to the Grant Fund Human Service Programs Other Ordinary Maintenance account which will be used to help support the ongoing development of our HMIS system."
CMA 2018 #74,2018-04-02 Regular,2018-04-02,4,Appointment,,,,Placed on File,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2102&MediaPosition=&ID=6712&CssClass=,9-0-0,"A communication transmitted from Louis A. DePasquale, City Manager, relative to the reappointment of the following person as a Constable With Power for a term of three years, effective the first day of January, 2018:  Charles Durrah."
CMA 2018 #75,2018-04-02 Regular,2018-04-02,5,Appointment,,,,Placed on File,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2102&MediaPosition=&ID=6711&CssClass=,9-0-0,"A communication transmitted from Louis A. DePasquale, City Manager, relative to the appointment of the following person as a member of the Cambridge Health Alliance Board as a Cambridge representative effective April 9, 2018 for a term to expire on June 30, 2020:  Dr. Susanne A. Martz."
CMA 2018 #76,2018-04-02 Regular,2018-04-02,6,Appropriation,,,,Adopted,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2102&MediaPosition=&ID=6713&CssClass=,,"Transmitting Communication from Louis A. DePasquale, City Manager, relative to the appropriation of a grant from the Urban Areas Security Initiative (UASI) through the City of Boston’s Office of Emergency Management for $9,495.00 to the Public Investment Fund Fire Extraordinary Expenditures account for the installation of infrastructure enhancement projects at various sites."
CMA 2018 #77,2018-04-02 Regular,2018-04-02,7,Appropriation,,,,Adopted,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2102&MediaPosition=&ID=6718&CssClass=,,"Transmitting Communication from Louis A. DePasquale, City Manager, relative to the appropriation of a grant from the Urban Areas Security Initiative (UASI) through the City of Boston’s Office of Emergency Management for $62,500.00 to the Public Investment Fund Fire Extraordinary Expenditures account for the ongoing installation of infrastructure enhancement projects at various sites."
CMA 2018 #78,2018-04-02 Regular,2018-04-02,8,Appropriation,,,,Adopted,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2102&MediaPosition=&ID=6716&CssClass=,,"Transmitting Communication from Louis A. DePasquale, City Manager, relative to the appropriation of a grant from the State Executive Office of Public Safety, Department of Fire Services for $187,500 to the Grant Fund Fire Extraordinary Expenditures account which will be used for hazmat responders’ personal protective equipment including replacement and additions to level A entry suits, Class 2 WMD suits and respiratory protection."
CMA 2018 #79,2018-04-02 Regular,2018-04-02,9,Appropriation,,,,Adopted,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2102&MediaPosition=&ID=6717&CssClass=,,"Transmitting Communication from Louis A. DePasquale, City Manager, relative to the appropriation of a Homeland Security Grant from the City of Boston for $21,194.08 to the Grant Fund Fire Salary and Wages account which is a reimbursement for trainings performed in conjunction with the Urban Area Security Initiative (UASI)."
