Unique Identifier,Agenda Number,Meeting,Meeting Date,Category,Outcome,Vote,Sumbul Siddiqui,Alanna Mallon,Burhan Azeem,Dennis J. Carlone,Marc C. McGovern,Patricia Nolan,E. Denise Simmons,Paul F. Toner,Quinton Zondervan,Link,Description,Notes
RES 2022 #83,1,04/11/22 Regular,04/11/22,Death Resolution,Adopted,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4025&MediaPosition=&ID=16037&CssClass=,Resolution on the death of Mary Jane (Cullen) Mahoney.,
RES 2022 #84,2,04/11/22 Regular,04/11/22,Resolution,Adopted,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4025&MediaPosition=&ID=16057&CssClass=,Congratulations to Jane Smiley Hirschi on being a recipient of the Elizabeth Abernathy Hull award from the Garden Club of America.,
RES 2022 #85,3,04/11/22 Regular,04/11/22,Resolution,Adopted,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4025&MediaPosition=&ID=16069&CssClass=,That the City Council go on record declaring Cambridge a Start by Believing community and supporting Cambridge’s Start by Believing pledge.,
RES 2022 #86,1,04/25/22 Regular,04/25/22,Death Resolution,Adopted,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4026&MediaPosition=&ID=16073&CssClass=,"Resolution on the death of William J. ""Bill"" Norton.",
RES 2022 #87,2,04/25/22 Regular,04/25/22,Congratulations,Adopted,8-1-0,yes,yes,yes,yes,yes,yes,yes,yes,no,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4026&MediaPosition=&ID=16074&CssClass=,Congratulations on the Promotion of Sergeant David M. Brown of the Cambridge Police Department to the rank of Lieutenant,
RES 2022 #88,3,04/25/22 Regular,04/25/22,Congratulations,Adopted,8-1-0,yes,yes,yes,yes,yes,yes,yes,yes,no,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4026&MediaPosition=&ID=16075&CssClass=,Congratulations on the Promotion of Sergeant Thomas J. Glynn from the Cambridge Police Department to the rank of Lieutenant,
RES 2022 #89,4,04/25/22 Regular,04/25/22,Congratulations,Adopted,8-1-0,yes,yes,yes,yes,yes,yes,yes,yes,no,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4026&MediaPosition=&ID=16076&CssClass=,Congratulations on the Promotion of Sergeant Michael S. Medeiros of The Cambridge Police Department to the rank of Lieutenant,
RES 2022 #90,5,04/25/22 Regular,04/25/22,Congratulations,Adopted,8-1-0,yes,yes,yes,yes,yes,yes,yes,yes,no,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4026&MediaPosition=&ID=16077&CssClass=,Congratulations on the Promotion of Sergeant Buckowe Yam from The Cambridge Police Department to the rank of Lieutenant,
RES 2022 #91,6,04/25/22 Regular,04/25/22,Congratulations,Adopted,8-1-0,yes,yes,yes,yes,yes,yes,yes,yes,no,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4026&MediaPosition=&ID=16078&CssClass=,Congratulations on the Promotion of Patrol Officer James F. Diggins from The Cambridge Police Department to the rank of Sergeant,
RES 2022 #92,7,04/25/22 Regular,04/25/22,Congratulations,Adopted,8-1-0,yes,yes,yes,yes,yes,yes,yes,yes,no,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4026&MediaPosition=&ID=16079&CssClass=,Congratulations on the Promotion of Patrol Officer Ashley Kmiec from The Cambridge Police Department to the rank of Sergeant,
RES 2022 #93,8,04/25/22 Regular,04/25/22,Congratulations,Adopted,8-1-0,yes,yes,yes,yes,yes,yes,yes,yes,no,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4026&MediaPosition=&ID=16080&CssClass=,Congratulations on the Promotion of Patrol Officer Matthew J. Mahoney from The Cambridge Police Department to the rank of Sergeant,
RES 2022 #94,9,04/25/22 Regular,04/25/22,Congratulations,Adopted,8-1-0,yes,yes,yes,yes,yes,yes,yes,yes,no,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4026&MediaPosition=&ID=16081&CssClass=,Congratulations on the Promotion of Patrol Officer Thomas Maldonado from The Cambridge Police Department to the rank of Sergeant,
RES 2022 #95,10,04/25/22 Regular,04/25/22,Congratulations,Adopted,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4026&MediaPosition=&ID=16104&CssClass=,Congratulations to Kristen Joy Emack,
RES 2022 #96,11,04/25/22 Regular,04/25/22,Death Resolution,Adopted,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4026&MediaPosition=&ID=16105&CssClass=,Resolution on the death of Mary M. (Sullivan) Carven.,"add azeem, simmons, mcgovern"
RES 2022 #97,12,04/25/22 Regular,04/25/22,Happy Birthday Resolution,Adopted,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4026&MediaPosition=&ID=16106&CssClass=,Wishing a Happy Birthday to Evelyn Riley,
RES 2022 #98,13,04/25/22 Regular,04/25/22,Happy Birthday Resolution,Adopted,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4026&MediaPosition=&ID=16107&CssClass=,Wishing Artis Spears a Happy 90th Birthday,
RES 2022 #99,14,04/25/22 Regular,04/25/22,Congratulations,Adopted,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4026&MediaPosition=&ID=16119&CssClass=,Congratulations to Yamba Market On Its Grand Opening,
RES 2022 #100,15,04/25/22 Regular,04/25/22,Death Resolution,Adopted,8-0-1,yes,yes,yes,yes,yes,yes,yes,absent,yes,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4026&MediaPosition=&ID=16124&CssClass=,Resolution on the death of Jennifer Riedel.,
RES 2022 #101,16,04/25/22 Regular,04/25/22,Congratulations,Adopted,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4026&MediaPosition=&ID=16139&CssClass=,Congratulations to The North Cambridge Little Baseball League - celebrating its 70th season,
RES 2022 #102,17,04/25/22 Regular,04/25/22,Death Resolution,Adopted,8-0-1,yes,yes,yes,yes,yes,yes,yes,absent,yes,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4026&MediaPosition=&ID=16176&CssClass=,Resolution on the death of Dipak Nepal,
RES 2022 #103,18,04/25/22 Regular,04/25/22,Death Resolution,Adopted,8-0-1,yes,yes,yes,yes,yes,yes,yes,absent,yes,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4026&MediaPosition=&ID=16177&CssClass=,Resolution on the death of Barbara Hebert,
RES 2022 #104,1,05/02/22 Regular,05/02/22,Retirement Resolution,Adopted,7-0-2,absent,yes,yes,yes,yes,yes,yes,yes,absent,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4027&MediaPosition=&ID=16178&CssClass=,Congratulations to John Carew on his retirement from Cambridge College.,
RES 2022 #105,2,05/02/22 Regular,05/02/22,Death Resolution,Adopted,8-0-1,absent,yes,yes,yes,yes,yes,yes,yes,yes,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4027&MediaPosition=&ID=16193&CssClass=,Resolution on the death of Lawyer Johnson.,
RES 2022 #106,3,05/02/22 Regular,05/02/22,Congratulations,Adopted,8-0-1,absent,yes,yes,yes,yes,yes,yes,yes,yes,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4027&MediaPosition=&ID=16218&CssClass=,Congratulations to the Cambridge Rotary Club on its 100th Anniversary.,
RES 2022 #107,4,05/02/22 Regular,05/02/22,Congratulations,Adopted as Amended,7-0-2,absent,yes,yes,yes,yes,yes,yes,yes,absent,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4027&MediaPosition=&ID=16221&CssClass=,Congratulations to the Outstanding Employee Award Winners.,
RES 2022 #108,5,05/02/22 Regular,05/02/22,Congratulations,Adopted,8-0-1,absent,yes,yes,yes,yes,yes,yes,yes,yes,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4027&MediaPosition=&ID=16233&CssClass=,That the Cambridge City Council go on record congratulating Bill Kane on this recognition and thanking him for his tremendous and unwavering commitment to those in Cambridge who struggle to meet their most basic needs.,
RES 2022 #109,1,05/09/22 Regular,05/09/22,Congratulations,Adopted,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4028&MediaPosition=&ID=16043&CssClass=,Congratulations to Roberta Mattos on her retirement from the Cambridge Health Alliance.,
RES 2022 #110,2,05/09/22 Regular,05/09/22,Congratulations,Adopted,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4028&MediaPosition=&ID=16044&CssClass=,Congratulations to Maria-Alice Smolka on her retirement from The Cambridge Health Alliance.,
RES 2022 #111,3,05/09/22 Regular,05/09/22,Congratulations,Adopted,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4028&MediaPosition=&ID=16248&CssClass=,Congratulations to Cassandra Ling on being named the Executive Director of YWCA Cambridge.,
RES 2022 #112,4,05/09/22 Regular,05/09/22,Congratulations,Adopted,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4028&MediaPosition=&ID=16262&CssClass=,Congratulations to Nikolas Bowie for receiving tenure at Harvard Law School.,
RES 2022 #113,1,05/16/22 Regular,05/16/22,Congratulations,Adopted,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4029&MediaPosition=&ID=16046&CssClass=,Congratulations to Philip Carey on his retirement from the Water Department.,
RES 2022 #114,2,05/16/22 Regular,05/16/22,Death Resolution,Adopted,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4029&MediaPosition=&ID=16266&CssClass=,Resolution on the death of Joseph J. Ferolito.,
RES 2022 #115,3,05/16/22 Regular,05/16/22,Death Resolution,Adopted,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4029&MediaPosition=&ID=16268&CssClass=,Resolution on the death of Helena Margarida Pimentel (Furtado) Silva.,
RES 2022 #116,4,05/16/22 Regular,05/16/22,Death Resolution,Adopted as Amended,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4029&MediaPosition=&ID=16269&CssClass=,Resolution on the death of Virginia M. (Richardson) McDonough.,add vice mayor as cosponsor
RES 2022 #117,5,05/16/22 Regular,05/16/22,Congratulations,Adopted,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4029&MediaPosition=&ID=16293&CssClass=,Congratulations to Jayne R. Murphy on receiving the Boston Dance Alliance's 2022 Unsung Hero Award.,
RES 2022 #118,6,05/16/22 Regular,05/16/22,Congratulations,Adopted,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4029&MediaPosition=&ID=16296&CssClass=,Congratulations to Sisters on the Runway for their dedication to Domestic Violence awareness and wish them great success with their fashion show.,
RES 2022 #119,7,05/16/22 Regular,05/16/22,Congratulations,Adopted,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4029&MediaPosition=&ID=16308&CssClass=,"Congratulations to Sucharita Varanasi, Lead Counsel at MassMutual, on being recognized as a 2022 In-House ""Leader in the Law"" by Massachusetts Lawyers Weekly.",
RES 2022 #120,8,05/16/22 Regular,05/16/22,Resolution,Adopted,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4029&MediaPosition=&ID=16315&CssClass=,"That the City Council stand in support of the statement that was released by the African American Mayors Association Statement on the Mass Shootings in Buffalo, New York.",add full council as cosponsors
RES 2022 #121,9,05/16/22 Regular,05/16/22,Death Resolution,Adopted,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4029&MediaPosition=&ID=16317&CssClass=,That the City Council send its deepest condolences to Raymond Hornsley on the death of his son Raymond Collins.,
RES 2022 #122,1,05/23/22 Regular,05/23/22,Resolution,Adopted as Amended,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4030&MediaPosition=&ID=16326&CssClass=,Thank You to Anthony Wilson for his service,add entire council as cosponsors
RES 2022 #123,2,05/23/22 Regular,05/23/22,Congratulations,Adopted,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4030&MediaPosition=&ID=16331&CssClass=,Congratulations on the Birth of Francis James Gutoski.,
RES 2022 #124,3,05/23/22 Regular,05/23/22,Congratulations,Adopted,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4030&MediaPosition=&ID=16341&CssClass=,Congratulations on the Retirement of Ellen Watson from the License Commission,
RES 2022 #125,4,05/23/22 Regular,05/23/22,Resolution,Adopted as Amended,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4030&MediaPosition=&ID=16345&CssClass=,Resolution for 2022 Cambridge Jazz Festival,ad qz as cosponsor
RES 2022 #126,5,05/23/22 Regular,05/23/22,Resolution,Adopted,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4030&MediaPosition=&ID=16346&CssClass=,Congratulations to Alisa Amador,
RES 2022 #127,6,05/23/22 Regular,05/23/22,Resolution,Adopted,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4030&MediaPosition=&ID=16358&CssClass=,Resolution Welcoming Prince Hall Masons to Cambridge,
RES 2022 #128,7,05/23/22 Regular,05/23/22,Resolution,Adopted,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4030&MediaPosition=&ID=16359&CssClass=,Resolution Congratulating the Organizers of the Kittie Knox Bike Ride,add toner
RES 2022 #129,8,05/23/22 Regular,05/23/22,Resolution,Adopted,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4030&MediaPosition=&ID=16361&CssClass=,Resolution Marking Second Anniversary of George Floyd's Murder,
RES 2022 #130,9,05/23/22 Regular,05/23/22,Resolution,Adopted,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4030&MediaPosition=&ID=16362&CssClass=,Resolution Urging MA Legislature To Vote In Support of Budget Amendment 168,
RES 2022 #131,10,05/23/22 Regular,05/23/22,Congratulations,Adopted,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4030&MediaPosition=&ID=16363&CssClass=,Congratulations to Frantz Antoine for being Selected as Massachusetts Crossing Guard of the Year,
RES 2022 #132,11,05/23/22 Regular,05/23/22,Death Resolution,Adopted,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4030&MediaPosition=&ID=16360&CssClass=,Condolences to the Family of Jean Entine,
RES 2022 #133,1,06/06/22 Regular,06/06/22,Death Resolution,Adopted,Voice Vote,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4071&MediaPosition=&ID=16365&CssClass=,Resolution on the death of Ralph J. Sennott Jr.,
RES 2022 #134,2,06/06/22 Regular,06/06/22,Death Resolution,Adopted,Voice Vote,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4071&MediaPosition=&ID=16383&CssClass=,Resolution on the death of Phyllis Nowiszewski.,
RES 2022 #135,3,06/06/22 Regular,06/06/22,Congratulations,Adopted,Voice Vote,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4071&MediaPosition=&ID=16390&CssClass=,Congratulations and thanks To Michael Andrew McKenzie for his years of service as a member of the US Coast Guard Auxiliary.,
RES 2022 #136,4,06/06/22 Regular,06/06/22,Happy Birthday Resolution,Adopted,Voice Vote,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4071&MediaPosition=&ID=16395&CssClass=,Happy Birthday wishes to Jeff Walker.,
RES 2022 #137,5,06/06/22 Regular,06/06/22,Happy Birthday Resolution,Adopted,Voice Vote,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4071&MediaPosition=&ID=16396&CssClass=,Happy Birthday wishes to Kelsey Perkins.,
RES 2022 #138,6,06/06/22 Regular,06/06/22,Happy Birthday Resolution,Adopted,Voice Vote,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4071&MediaPosition=&ID=16397&CssClass=,Happy Birthday wishes to Len Thomas.,
RES 2022 #139,7,06/06/22 Regular,06/06/22,Happy Birthday Resolution,Adopted,Voice Vote,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4071&MediaPosition=&ID=16398&CssClass=,Happy Birthday wishes to Anthony Galluccio.,
RES 2022 #140,8,06/06/22 Regular,06/06/22,Death Resolution,Adopted,Voice Vote,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4071&MediaPosition=&ID=16441&CssClass=,Resolution on the death of Carmen Pacheco Medeiros.,
RES 2022 #141,1,06/13/22 Regular,06/13/22,Congratulations,Adopted,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4032&MediaPosition=&ID=16443&CssClass=,Congratulations to William F. Courier on his retirement from the Cambridge Public Library.,
RES 2022 #142,2,06/13/22 Regular,06/13/22,Resolution,Adopted,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4032&MediaPosition=&ID=16481&CssClass=,Congratulations to Rose Francois on being named the next Executive Director of Enroot.,
RES 2022 #143,3,06/13/22 Regular,06/13/22,Congratulations,Adopted,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4032&MediaPosition=&ID=16483&CssClass=,Congratulations to Ryan Harris on his Induction Into the Special Olympics Hall of Fame.,
RES 2022 #144,4,06/13/22 Regular,06/13/22,Resolution,Adopted as Amended,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4032&MediaPosition=&ID=16482&CssClass=,"Congratulations to Debra Wise Artistic Director of the Underground Railway Theater, in recognition of her achievement, and thank her for her long career on behalf of the Cambridge and wider Boston community, and especially for her devotion to successfully mentoring young people from all backgrounds.",
RES 2022 #145,1,06/27/22 Regular,06/27/22,Death Resolution,Adopted,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4072&MediaPosition=&ID=16520&CssClass=,Resolution on the death of Abney Bourne.,
RES 2022 #146,2,06/27/22 Regular,06/27/22,Congratulations,Adopted,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4072&MediaPosition=&ID=16521&CssClass=,Congratulations to Kimberly Massenburg on her recent engagement.,
RES 2022 #147,3,06/27/22 Regular,06/27/22,Congratulations,Adopted,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4072&MediaPosition=&ID=16522&CssClass=,Congratulations to Puja Krantz Howe and Seri Roth on their engagement.,
RES 2022 #148,4,06/27/22 Regular,06/27/22,Congratulations,Adopted,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4072&MediaPosition=&ID=16523&CssClass=,Congratulations to Margaret Buckley on her retirement from The Cambridge Health Alliance.,
RES 2022 #149,5,06/27/22 Regular,06/27/22,Death Resolution,Adopted,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4072&MediaPosition=&ID=16531&CssClass=,Resolution on the death of Gary Reddick.,
