Unique Identifier,Meeting,Meeting Date,Agenda Number,Category,Awaiting Report,Policy Order,Charter Right,Outcome,Vote,Sumbul Siddiqui,Alanna Mallon,Burhan Azeem,Dennis J. Carlone,Marc C. McGovern,Patricia Nolan,E. Denise Simmons,Paul F. Toner,Quinton Zondervan,Yeas,Nays,Present,Absent,Recused,Link,Notes
CMA 2023 #107,2023-05-01 Regular,2023-05-01,3,Transmitting Communication,,,,Passed to a Second Reading,7 to 1,,,,,,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4261&MediaPosition=&ID=19192&CssClass=,AND REFERRED TO THE FINANCE COMMITTEE8-0-1 AM Absent
CMA 2023 #108,2023-05-01 Regular,2023-05-01,4,Transmitting Communication,,,,Passed to a Second Reading,7 to 1,,,,,,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4261&MediaPosition=&ID=19193&CssClass=,AND REFERRED TO THE FINANCE COMMITTEE8-0-1 AM Absent
CMA 2023 #109,2023-05-01 Regular,2023-05-01,5,Transmitting Communication,,,,Passed to a Second Reading,7 to 1,,,,,,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4261&MediaPosition=&ID=19194&CssClass=,AND REFERRED TO THE FINANCE COMMITTEE8-0-1 AM Absent
CMA 2023 #110,2023-05-01 Regular,2023-05-01,6,Transmitting Communication,,,,Passed to a Second Reading,7 to 1,,,,,,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4261&MediaPosition=&ID=19195&CssClass=,AND REFERRED TO THE FINANCE COMMITTEE8-0-1 AM Absent
CMA 2023 #111,2023-05-01 Regular,2023-05-01,7,Transmitting Communication,,,,Passed to a Second Reading,7 to 1,,,,,,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4261&MediaPosition=&ID=19196&CssClass=,AND REFERRED TO THE FINANCE COMMITTEE8-0-1 AM Absent
CMA 2023 #112,2023-05-01 Regular,2023-05-01,8,Appropriation,,,,Adopted,7-0-2,yes,absent,yes,yes,yes,yes,absent,yes,yes,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4261&MediaPosition=&ID=19167&CssClass=,
CMA 2023 #113,2023-05-01 Regular,2023-05-01,9,Appropriation,,,,Adopted,7-0-2,yes,absent,yes,yes,yes,yes,absent,yes,yes,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4261&MediaPosition=&ID=19168&CssClass=,
CMA 2023 #114,2023-05-01 Regular,2023-05-01,10,Appropriation,,,,Adopted,7-0-2,yes,absent,yes,yes,yes,yes,absent,yes,yes,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4261&MediaPosition=&ID=19174&CssClass=,
CMA 2023 #115,2023-05-01 Regular,2023-05-01,11,Appropriation,,,,Adopted,7-0-2,yes,absent,yes,yes,yes,yes,absent,yes,yes,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4261&MediaPosition=&ID=19176&CssClass=,
CMA 2023 #116,2023-05-01 Regular,2023-05-01,12,Appropriation,,,,Adopted,7-0-2,yes,absent,yes,yes,yes,yes,absent,yes,yes,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4261&MediaPosition=&ID=19179&CssClass=,
CMA 2023 #117,2023-05-01 Regular,2023-05-01,13,Appropriation,,,,Adopted,7-0-2,yes,absent,yes,yes,yes,yes,absent,yes,yes,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4261&MediaPosition=&ID=19182&CssClass=,
CMA 2023 #118,2023-05-01 Regular,2023-05-01,14,Appropriation,,,,Adopted,7-0-2,yes,absent,yes,yes,yes,yes,absent,yes,yes,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4261&MediaPosition=&ID=19185&CssClass=,
CMA 2023 #119,2023-05-01 Regular,2023-05-01,15,Appropriation,,,,Adopted,7-0-2,yes,absent,yes,absent,yes,yes,yes,yes,yes,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4261&MediaPosition=&ID=19186&CssClass=,
CMA 2023 #120,2023-05-01 Regular,2023-05-01,16,Appropriation,,,,Adopted,7-0-2,yes,absent,yes,yes,yes,yes,absent,yes,yes,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4261&MediaPosition=&ID=19183&CssClass=,
CMA 2023 #121,2023-05-01 Regular,2023-05-01,17,Awaiting Report Response,AR-22-74,,,Adopted,8-0-1,yes,absent,yes,yes,yes,yes,yes,yes,yes,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4261&MediaPosition=&ID=19187&CssClass=,
CMA 2023 #122,2023-05-01 Regular,2023-05-01,18,Appointment,,,,Adopted,7-0-2,yes,absent,yes,yes,yes,yes,absent,yes,yes,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4261&MediaPosition=&ID=19166&CssClass=,
CMA 2023 #123,2023-05-01 Regular,2023-05-01,19,Transmitting Communication,,,,Referred to the Petition,8-0-1,yes,absent,yes,yes,yes,yes,yes,yes,yes,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4261&MediaPosition=&ID=19165&CssClass=,
CMA 2023 #124,2023-05-08 Regular,2023-05-08,1,Appropriation,,,,Adopted,8-0-1,yes,yes,yes,yes,absent,yes,yes,yes,yes,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4262&MediaPosition=&ID=19300&CssClass=,
CMA 2023 #125,2023-05-08 Regular,2023-05-08,2,Awaiting Report Response,,,,Placed on File,8-0-1,yes,yes,yes,yes,absent,yes,yes,yes,yes,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4262&MediaPosition=&ID=19334&CssClass=,
CMA 2023 #126,2023-05-08 Regular,2023-05-08,3,Transmitting Communication,,,,Adopted,8-0-1,yes,yes,yes,yes,absent,yes,yes,yes,yes,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4262&MediaPosition=&ID=19325&CssClass=,
CMA 2023 #127,2023-05-08 Regular,2023-05-08,4,Appointment,,,,Adopted,8-0-1,yes,yes,yes,yes,absent,yes,yes,yes,yes,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4262&MediaPosition=&ID=19339&CssClass=,
CMA 2023 #128,2023-05-08 Regular,2023-05-08,5,Appropriation,,,Alanna Mallon,Charter Right,,,,,,,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4262&MediaPosition=&ID=19347&CssClass=,EXERCISED BY VICE MAYOR MALLON
CMA 2023 #129,2023-05-08 Regular,2023-05-08,6,Awaiting Report Response,AR-23-4,,,Adopted as a Council Petition,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4262&MediaPosition=&ID=19306&CssClass=,ADOPTED AS COUNCIL PETITION APP 2023 #23
CMA 2023 #130,2023-05-08 Regular,2023-05-08,7,Transmitting Communication,,,,Referred to the Petition,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4262&MediaPosition=&ID=19319&CssClass=,
CMA 2023 #131,2023-05-08 Regular,2023-05-08,8,Transmitting Communication,,,,Placed on File,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4262&MediaPosition=&ID=19330&CssClass=,
CMA 2023 #132,2023-05-08 Regular,2023-05-08,9,Transmitting Communication,,,,Referred to Committee,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4262&MediaPosition=&ID=19299&CssClass=,REFERRED TO THE PUBLIC SAFETY COMMITTEE
CMA 2023 #133,2023-05-08 Regular,2023-05-08,10,Awaiting Report Response,AR-23-7,,,Placed on File,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4262&MediaPosition=&ID=19338&CssClass=,
CMA 2023 #134,2023-05-15 Regular,2023-05-15,1,Transmitting Communication,,,,Adopted,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4263&MediaPosition=&ID=19419&CssClass=,
CMA 2023 #135,2023-05-15 Regular,2023-05-15,2,Appropriation,,,,Adopted,8-0-1,yes,yes,yes,yes,absent,yes,yes,yes,yes,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4263&MediaPosition=&ID=19440&CssClass=,
CMA 2023 #136,2023-05-15 Regular,2023-05-15,3,Appropriation,,,,Adopted,8-0-1,yes,yes,yes,yes,absent,yes,yes,yes,yes,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4263&MediaPosition=&ID=19497&CssClass=,
CMA 2023 #137,2023-05-15 Regular,2023-05-15,4,Transmitting Communication,,,,Placed on File,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4263&MediaPosition=&ID=19502&CssClass=,
CMA 2023 #138,2023-05-15 Regular,2023-05-15,5,Transmitting Communication,,,,Placed on File,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4263&MediaPosition=&ID=19504&CssClass=,
CMA 2023 #139,2023-05-22 Regular,2023-05-22,1,Appropriation,,,,Adopted,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4264&MediaPosition=&ID=19562&CssClass=,
CMA 2023 #140,2023-05-22 Regular,2023-05-22,2,Appropriation,,,,Adopted,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4264&MediaPosition=&ID=19568&CssClass=,
CMA 2023 #141,2023-05-22 Regular,2023-05-22,3,Appropriation,,,,Adopted,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4264&MediaPosition=&ID=19564&CssClass=,
CMA 2023 #142,2023-05-22 Regular,2023-05-22,4,Appropriation,,,,Adopted,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4264&MediaPosition=&ID=19563&CssClass=,
CMA 2023 #143,2023-05-22 Regular,2023-05-22,5,Appropriation,,,,Adopted,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4264&MediaPosition=&ID=19566&CssClass=,
CMA 2023 #144,2023-05-22 Regular,2023-05-22,6,Transmitting Communication,,,,Placed on File,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4264&MediaPosition=&ID=19574&CssClass=,
CMA 2023 #145,2023-05-22 Regular,2023-05-22,7,Appropriation,,,,Adopted,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4264&MediaPosition=&ID=19557&CssClass=,
CMA 2023 #146,2023-05-22 Regular,2023-05-22,8,Appropriation,,,,Adopted,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4264&MediaPosition=&ID=19565&CssClass=,
CMA 2023 #147,2023-05-22 Regular,2023-05-22,9,Transmitting Communication,,,,Adopted as a Council Petition,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4264&MediaPosition=&ID=19553&CssClass=,ADOPTED AS COUNCIL PETITION APP 2023 #32
CMA 2023 #148,2023-05-22 Regular,2023-05-22,10,Appropriation,,,,Adopted,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4264&MediaPosition=&ID=19571&CssClass=,
CMA 2023 #149,2023-06-05 Regular,2023-06-05,1,Transmitting Communication,,,,Referred to Committee Report,,,,,,,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4265&MediaPosition=&ID=19692&CssClass=,#3 ADOPT RECOMMENDATIONS
CMA 2023 #150,2023-06-05 Regular,2023-06-05,2,Appropriation,,,,Adopted,,,,,,,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4265&MediaPosition=&ID=19665&CssClass=,
CMA 2023 #151,2023-06-05 Regular,2023-06-05,3,Appropriation,,,,Adopted,,,,,,,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4265&MediaPosition=&ID=19667&CssClass=,
CMA 2023 #152,2023-06-05 Regular,2023-06-05,4,Appropriation,,,,Adopted,,,,,,,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4265&MediaPosition=&ID=19670&CssClass=,Diane has 9-0-0
CMA 2023 #153,2023-06-05 Regular,2023-06-05,5,Appropriation,,,,Adopted,,,,,,,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4265&MediaPosition=&ID=19671&CssClass=,
CMA 2023 #154,2023-06-05 Regular,2023-06-05,6,Appropriation,,,,Adopted,,,,,,,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4265&MediaPosition=&ID=19672&CssClass=,
CMA 2023 #155,2023-06-05 Regular,2023-06-05,7,Transmitting Communication,AR-23-29,POR 2021 #242,,Passed to a Second Reading,,,,,,,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4265&MediaPosition=&ID=19691&CssClass=,AS AMENDED BY SUBSTITUTION WITH LANGUAGE BY CDD. COMMUNICATION FROM CITY MANAGER WAS PLACED ON FILE 9-0-0
CMA 2023 #156,2023-06-12 Regular,2023-06-12,1,Transmitting Communication,,,,Placed on File,8-0-1,absent,yes,yes,yes,yes,yes,yes,yes,yes,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4266&MediaPosition=&ID=19839&CssClass=,
CMA 2023 #157,2023-06-12 Regular,2023-06-12,2,Appropriation,,,,Authorize,8-0-1,absent,yes,yes,yes,yes,yes,yes,yes,yes,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4266&MediaPosition=&ID=19838&CssClass=,
CMA 2023 #158,2023-06-12 Regular,2023-06-12,3,Awaiting Report Response,AR-23-31,POR 2023 #75,,Referred to Committee,5 to 3,,,,,,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4266&MediaPosition=&ID=19809&CssClass=,"ADOPT THE PROPOSED LANGUAGE AS A CITY COUNCIL ZONING PETITION.  8-YES, 1-ABSENT.. . ORDINANCE AND PLANNING BOARD FOR HEARING AND REPORT"
CMA 2023 #159,2023-06-12 Regular,2023-06-12,4,Transmitting Communication,,POR 2023 #81,,Amended With Subtitutted Language,8-0-1,absent,yes,yes,yes,yes,yes,yes,yes,yes,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4266&MediaPosition=&ID=19810&CssClass=,
CMA 2023 #160,2023-06-12 Regular,2023-06-12,5,Awaiting Report Response,AR-23-27,,,Placed on File,8-0-1,absent,yes,yes,yes,yes,yes,yes,yes,yes,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4266&MediaPosition=&ID=19798&CssClass=,
CMA 2023 #161,2023-06-12 Regular,2023-06-12,6,Appointment,,,,Approved,8-0-1,absent,yes,yes,yes,yes,yes,yes,yes,yes,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4266&MediaPosition=&ID=19799&CssClass=,
CMA 2023 #162,2023-06-12 Regular,2023-06-12,7,Appointment,,,,Approved,8-0-1,absent,yes,yes,yes,yes,yes,yes,yes,yes,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4266&MediaPosition=&ID=19801&CssClass=,
CMA 2023 #163,2023-06-12 Regular,2023-06-12,8,Appointment,,,,Approved,8-0-1,absent,yes,yes,yes,yes,yes,yes,yes,yes,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4266&MediaPosition=&ID=19800&CssClass=,
CMA 2023 #164,2023-06-12 Regular,2023-06-12,9,Appropriation,,,,Authorize,8-0-1,absent,yes,yes,yes,yes,yes,yes,yes,yes,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4266&MediaPosition=&ID=19824&CssClass=,
CMA 2023 #165,2023-06-12 Regular,2023-06-12,10,Transmitting Communication,,,,Adopted,8-0-1,absent,yes,yes,yes,yes,yes,yes,yes,yes,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4266&MediaPosition=&ID=19828&CssClass=,
CMA 2023 #166,2023-06-12 Regular,2023-06-12,11,Appropriation,,,,Adopted,8-0-1,absent,yes,yes,yes,yes,yes,yes,yes,yes,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4266&MediaPosition=&ID=19829&CssClass=,
CMA 2023 #167,2023-06-12 Regular,2023-06-12,12,Appropriation,,,,Adopted,8-0-1,absent,yes,yes,yes,yes,yes,yes,yes,yes,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4266&MediaPosition=&ID=19812&CssClass=,
CMA 2023 #168,2023-06-12 Regular,2023-06-12,13,Appropriation,,,,Adopted,8-0-1,absent,yes,yes,yes,yes,yes,yes,yes,yes,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4266&MediaPosition=&ID=19813&CssClass=,
CMA 2023 #169,2023-06-12 Regular,2023-06-12,14,Appropriation,,,,Adopted,8-0-1,absent,yes,yes,yes,yes,yes,yes,yes,yes,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4266&MediaPosition=&ID=19815&CssClass=,
CMA 2023 #170,2023-06-12 Regular,2023-06-12,15,Appropriation,,,,Adopted,8-0-1,absent,yes,yes,yes,yes,yes,yes,yes,yes,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4266&MediaPosition=&ID=19804&CssClass=,
CMA 2023 #171,2023-06-12 Regular,2023-06-12,16,Appropriation,,,,Adopted,8-0-1,absent,yes,yes,yes,yes,yes,yes,yes,yes,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4266&MediaPosition=&ID=19806&CssClass=,
CMA 2023 #172,2023-06-12 Regular,2023-06-12,17,Appropriation,,,,Adopted,8-0-1,absent,yes,yes,yes,yes,yes,yes,yes,yes,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4266&MediaPosition=&ID=19811&CssClass=,
CMA 2023 #173,2023-06-12 Regular,2023-06-12,18,Appropriation,,,,Adopted,8-0-1,absent,yes,yes,yes,yes,yes,yes,yes,yes,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4266&MediaPosition=&ID=19807&CssClass=,
CMA 2023 #174,2023-06-26 Regular,2023-06-26,1,Transmitting Communication,,,,Placed on File,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4267&MediaPosition=&ID=20051&CssClass=,
CMA 2023 #191,2023-06-26 Regular,2023-06-26,2,Transmitting Communication,,,,Placed on File,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4267&MediaPosition=&ID=20069&CssClass=,
CMA 2023 #190,2023-06-26 Regular,2023-06-26,3,Transmitting Communication,,,,Referred to Committee,7-1-1,yes,yes,yes,yes,yes,yes,present,no,yes,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4267&MediaPosition=&ID=20066&CssClass=,REFERRED TO ORDINANCE COMMITTEE
CMA 2023 #177,2023-06-26 Regular,2023-06-26,4,Appointment,,,,Placed on File,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4267&MediaPosition=&ID=20052&CssClass=,
CMA 2023 #178,2023-06-26 Regular,2023-06-26,5,Appointment,,,,Placed on File,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4267&MediaPosition=&ID=20019&CssClass=,
CMA 2023 #179,2023-06-26 Regular,2023-06-26,6,Transmitting Communication,,,,Adopted,7-1-1,yes,yes,absent,yes,yes,yes,present,yes,yes,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4267&MediaPosition=&ID=20056&CssClass=,
CMA 2023 #180,2023-06-26 Regular,2023-06-26,7,Appropriation,,,,Adopted,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4267&MediaPosition=&ID=19943&CssClass=,
CMA 2023 #181,2023-06-26 Regular,2023-06-26,8,Appropriation,,,,Adopted,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4267&MediaPosition=&ID=19947&CssClass=,
CMA 2023 #182,2023-06-26 Regular,2023-06-26,9,Appropriation,,,,Adopted,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4267&MediaPosition=&ID=20028&CssClass=,
CMA 2023 #183,2023-06-26 Regular,2023-06-26,10,Appropriation,,,,Adopted,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4267&MediaPosition=&ID=19950&CssClass=,
CMA 2023 #184,2023-06-26 Regular,2023-06-26,11,Appointment,,,,Placed on File,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4267&MediaPosition=&ID=20054&CssClass=,
CMA 2023 #185,2023-06-26 Regular,2023-06-26,12,Awaiting Report Response,AR-21-60,,,Placed on File,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4267&MediaPosition=&ID=20057&CssClass=,
CMA 2023 #186,2023-06-26 Regular,2023-06-26,13,Awaiting Report Response,AR-23-39,POR 2023 #98,,Placed on File,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4267&MediaPosition=&ID=20055&CssClass=,
CMA 2023 #187,2023-06-26 Regular,2023-06-26,14,Appointment,,,,Approved,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4267&MediaPosition=&ID=20048&CssClass=,
CMA 2023 #188,2023-06-26 Regular,2023-06-26,15,Transmitting Communication,,,,Referred to the Petition,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4267&MediaPosition=&ID=20020&CssClass=,
CMA 2023 #189,2023-06-26 Regular,2023-06-26,16,Awaiting Report Response,,POR 2023 #49,,Placed on File,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4267&MediaPosition=&ID=20073&CssClass=,
CMA 2023 #176,2023-06-26 Regular,2023-06-26,17,Transmitting Communication,,,,Placed on File,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4267&MediaPosition=&ID=20058&CssClass=,
CMA 2023 #175,2023-06-26 Regular,2023-06-26,18,Awaiting Report Response,AR-23-37,,,Placed on File,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4267&MediaPosition=&ID=20076&CssClass=,
CMA 2023 #192,2023-06-26 Regular,2023-06-26,19,Transmitting Communication,,,,Adopted,8-0-1,yes,absent,yes,yes,yes,yes,yes,yes,yes,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4267&MediaPosition=&ID=20074&CssClass=,
CMA 2023 #193,2023-08-07 Special,2023-08-07,1,Appointment,,,,Placed on File,Unanimous,,,,,,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4353&MediaPosition=&ID=20262&CssClass=,
CMA 2023 #194,2023-08-07 Special,2023-08-07,2,Appointment,,,,Placed on File,Unanimous,,,,,,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4353&MediaPosition=&ID=20274&CssClass=,
